step,phase,world_id,energy,gut,fatigue,speed,support,nutrition,contacts,distance,effort,activity,prediction_error,learning_progress,distance_next,energy_next,prediction_error_next
0,0,world-00,0.7951124310493469,0.11598366498947144,0.056074757128953934,0.0,0.9999993244806925,0.0,0,0.0404662499204278,0.14683659871419272,0.005583470764880379,0.0,0.0,0.027637142688035965,0.7963905731836954,5.842351280686368e-06
0,0,world-01,0.8026358683904012,0.10224619507789612,0.06001243243614832,0.0,0.9999992450078329,0.0,0,0.0404662499204278,0.14881707479556402,0.006255810769895713,0.0,0.0,0.028011608868837357,0.8039136330286661,5.842228498901629e-06
0,0,world-02,0.8167311151822408,0.12806187321742377,0.04485179235537847,0.0,0.9999994238217672,0.0,0,0.0404662499204278,0.1587158739566803,0.004985976343353589,0.0,0.0,0.027921846136450768,0.8180068135261536,5.842274125219167e-06
0,0,world-03,0.7832497159639994,0.10892997433741887,0.04711549480756124,0.0,0.9999995231628418,0.0,0,0.0404662499204278,0.18831970791021982,0.0042860313939551515,0.0,0.0,0.02835959754884243,0.7845191756884257,5.8422380485959975e-06
0,0,world-04,0.763689398765564,0.13349875807762146,0.04768498738606771,0.0,0.9999993244806925,0.0,0,0.0404662499204278,0.12601828823486963,0.00574407276387016,0.0,0.0,0.028292421251535416,0.7649719516436259,5.842324753757566e-06
0,0,world-05,0.7887287735939026,0.11331604421138763,0.06030528495709101,0.0,0.999999205271403,0.0,0,0.0404662499204278,0.1777531603972117,0.006469388647625844,0.0,0.0,0.028313145972788334,0.7900004386901855,5.842289283464197e-06
0,0,world-06,0.7808595498402914,0.16086812317371368,0.06093736117084821,0.0,0.999999483426412,0.0,0,0.0404662499204278,0.1699941356976827,0.004699395891899864,0.0,0.0,0.02817277144640684,0.7821328639984131,5.842325360087368e-06
0,0,world-07,0.8142891128857931,0.14019450296958288,0.05699359501401583,0.0,0.9999993642171224,0.0,0,0.0404662499204278,0.14555328587690988,0.005265343934297562,0.0,0.0,0.02799820341169834,0.8155675331751505,5.842356131324777e-06
1,0,world-00,0.7963905731836954,0.11438366522391637,0.055479573706785835,0.0,0.9999981125195821,0.0,0,0.027637142688035965,0.09010594586531322,0.009595047527303299,5.842351280686368e-06,0.0,0.0096979602240026,0.797680656115214,8.627897235176837e-06
1,0,world-01,0.8039136330286661,0.10064619531234105,0.05942675471305847,0.0,0.999997874101003,0.0,0,0.028011608868837357,0.09522397195299466,0.010732720916469892,5.842228498901629e-06,0.0,0.012636278523132205,0.8052026232083639,8.627086572232656e-06
1,0,world-02,0.8180068135261536,0.12646187593539557,0.04431362822651863,0.0,0.9999983310699463,0.0,0,0.027921846136450768,0.09208083897829056,0.008932250551879406,5.842274125219167e-06,0.0,0.02395064546726644,0.8192964593569437,8.628242236833708e-06
1,0,world-03,0.7845191756884257,0.10732997705539067,0.04671942815184593,0.0,0.9999986688296,0.0,0,0.02835959754884243,0.12465956807136536,0.007356954738497734,5.8422380485959975e-06,0.0,0.009197615319862962,0.7858020067214966,8.629149306216277e-06
1,0,world-04,0.7649719516436259,0.1318987508614858,0.046989875535170235,0.0,0.9999979734420776,0.0,0,0.028292421251535416,0.07156699523329735,0.010547211083273092,5.842324753757566e-06,0.0,0.00846527749672532,0.7662659287452698,8.628457483913129e-06
1,0,world-05,0.7900004386901855,0.11171604444583257,0.059858500957489014,0.0,0.9999977548917135,0.0,0,0.028313145972788334,0.11331238597631454,0.011181522160768509,5.842289283464197e-06,0.0,0.015735527966171503,0.7912856539090475,8.626634250200974e-06
1,0,world-06,0.7821328639984131,0.15926812589168549,0.06045333296060562,0.0,0.9999985098838806,0.0,0,0.02817277144640684,0.11130918810764949,0.008140620309859514,5.842325360087368e-06,0.0,0.009749026037752628,0.7834184765815735,8.62771958054509e-06
1,0,world-07,0.8155675331751505,0.13859450072050095,0.05639225244522095,0.0,0.9999980529149374,0.0,0,0.02799820341169834,0.08054579049348831,0.01002781962354978,5.842356131324777e-06,0.0,0.007332357345148921,0.8168596029281616,8.628913140758717e-06
2,0,world-00,0.797680656115214,0.11278366545836131,0.0546120839814345,0.013351683039218187,0.9999960462252299,0.0,0,0.0096979602240026,0.10151691113909085,0.014234490692615509,8.627897235176837e-06,0.0,0.006826960714533925,0.7989683548609415,9.779292364934614e-06
2,0,world-01,0.8052026232083639,0.09904619306325912,0.05858383079369863,0.031233403327253956,0.9999956488609314,0.0,0,0.012636278523132205,0.10950374603271484,0.014971033670008183,8.627086572232656e-06,0.0,0.012271000887267292,0.8064886331558228,9.778205518765995e-06
2,0,world-02,0.8192964593569437,0.1248618761698405,0.04345561688145002,0.033173480381568275,0.9999965230623881,0.0,0,0.02395064546726644,0.11527121936281522,0.012270178335408369,8.628242236833708e-06,0.0,0.015664409089367837,0.8205812573432922,9.779047407694938e-06
2,0,world-03,0.7858020067214966,0.10572997728983562,0.046017794559399285,0.031026845487455528,0.999997059504191,0.0,0,0.009197615319862962,0.09050376464923222,0.011020577202240625,8.629149306216277e-06,0.0,0.005183309782296419,0.7870919704437256,9.781144399312325e-06
2,0,world-04,0.7662659287452698,0.1302987535794576,0.04603339731693268,0.023810410251220066,0.999995768070221,0.0,0,0.00846527749672532,0.06941945850849152,0.015033299413820108,8.628457483913129e-06,0.0,0.0027268987614661455,0.767560342947642,9.780971292154087e-06
2,0,world-05,0.7912856539090475,0.11011604468027751,0.059102398653825126,0.03955240120800833,0.9999955693880717,0.0,0,0.015735527966171503,0.13110318531592688,0.014601519952217737,8.626634250200974e-06,0.0,0.011271717376075685,0.7925671140352885,9.776975578764299e-06
2,0,world-06,0.7834184765815735,0.1576681286096573,0.05968761692444483,0.03204681786398093,0.9999968012173971,0.0,0,0.009749026037752628,0.08525327468911807,0.011783363452802101,8.62771958054509e-06,0.0,0.0072897449135780334,0.7847095926602682,9.779345721957119e-06
2,0,world-07,0.8168596029281616,0.1369945009549459,0.05547886776427428,0.01616436553498109,0.9999962250391642,0.0,0,0.007332357345148921,0.0801372987528642,0.013029721565544605,8.628913140758717e-06,0.0,0.0029230882064439356,0.8181517918904623,9.781347519795721e-06
3,0,world-00,0.7989683548609415,0.11118366320927937,0.053799363474051155,0.04654015166064104,0.9999935825665792,0.0,0,0.006826960714533925,0.10273343200484912,0.018267730871836346,9.779292364934614e-06,0.0,0.0069587622419930995,0.8002557754516602,1.0080456074016789e-05
3,0,world-01,0.8064886331558228,0.09744619578123093,0.057809447248776756,0.05332691820027927,0.9999932448069254,0.0,0,0.012271000887267292,0.1000569686293602,0.017989403878649075,9.778205518765995e-06,0.0,0.009548415313474834,0.8077766100565592,1.0077979823108763e-05
3,0,world-02,0.8205812573432922,0.1232618714372317,0.042708917831381164,0.0860525961422051,0.99999471505483,0.0,0,0.015664409089367837,0.13739295676350594,0.013988019277652105,9.779047407694938e-06,0.0,0.018045392003841698,0.8218614061673483,1.0080406961302893e-05
3,0,world-03,0.7870919704437256,0.10412997504075368,0.0451522134244442,0.03686389730622371,0.9999952912330627,0.0,0,0.005183309782296419,0.09522576133410136,0.013712921800712744,9.781144399312325e-06,0.0,0.004245605610776693,0.7883809804916382,1.0082714652526192e-05
3,0,world-04,0.767560342947642,0.12869875381390253,0.04506660997867584,0.029184065914402407,0.9999934832255045,0.0,0,0.0027268987614661455,0.06479974711934726,0.01732808258384466,9.780971292154087e-06,0.0,0.010327824158594012,0.7688557505607605,1.0082769222208299e-05
3,0,world-05,0.7925671140352885,0.10851604739824931,0.058431693663199745,0.07200833223760128,0.9999933441480001,0.0,0,0.011271717376075685,0.2106520732243856,0.017259875622888405,9.776975578764299e-06,0.0,0.003921752468158957,0.7938318848609924,1.0075017598865088e-05
3,0,world-06,0.7847095926602682,0.15606812139352164,0.05879683171709379,0.04378495675822099,0.9999949932098389,0.0,0,0.0072897449135780334,0.10388000806172688,0.013573105757435163,9.779345721957119e-06,0.0,0.012757673161104321,0.7859967549641927,1.0078986936908526e-05
3,0,world-07,0.8181517918904623,0.13539449870586395,0.05456352916856607,0.034432675379017987,0.999994178613027,0.0,0,0.0029230882064439356,0.05002883138755957,0.01513459843893846,9.781347519795721e-06,0.0,0.0026940892566926777,0.8194502790768942,1.008311361753537e-05
4,0,world-00,0.8002557754516602,0.10958366344372432,0.0529924842218558,0.05237771694858869,0.9999898672103882,0.0,0,0.0069587622419930995,0.1029977227250735,0.020848746101061504,1.0080456074016789e-05,0.0,0.0065943903755396605,0.801543136437734,9.955961710754005e-06
4,0,world-01,0.8077766100565592,0.095846193532149,0.056989721953868866,0.04503463635531565,0.9999895493189493,0.0,0,0.009548415313474834,0.1354291687409083,0.020494192217787106,1.0077979823108763e-05,0.0,0.012523187906481326,0.8090571761131287,9.950637225604927e-06
